"Time","recv br-3ae01aa5bf5a","recv br-d3adca404a2a","recv br-free5gc","recv cni0","recv demo-oai","recv docker0","recv enp0s31f6","recv flannel.1","recv ip_vti0","recv kube-ipvs0","recv lo","recv tailscale0","recv veth0066784a","recv veth013a837","recv veth0436a20","recv veth05db554","recv veth064ee24","recv veth0eb52f9","recv veth0f2f471","recv veth0fb4997","recv veth105e572","recv veth10e447f","recv veth1189f5f","recv veth191c9bf","recv veth19bda3f","recv veth19d3f00","recv veth1c20578","recv veth23d98bb","recv veth26dfc7c3","recv veth282b4f6","recv veth2838eab","recv veth2937e8f","recv veth29be474","recv veth2a579fb","recv veth2cae174","recv veth2d35d44","recv veth2dcaba6c","recv veth30242084","recv veth3236ec8","recv veth34749f5","recv veth366fc0e","recv veth368a93e","recv veth36919ec","recv veth3d1f688","recv veth3f0ca3f","recv veth43df598d","recv veth488b699","recv veth4a361eb","recv veth4b2ebd0","recv veth51043a9","recv veth524b2f2","recv veth5603eb5","recv veth57c18fb","recv veth5894241","recv veth635e8f0","recv veth64fca06","recv veth659896f","recv veth6af3114","recv veth6defc8b6","recv veth6f3ef78","recv veth74f2cf54","recv veth79f3b18","recv veth7a18708","recv veth7b55725","recv veth7b76f154","recv veth7bdd6ee","recv veth7e31424","recv veth80471b7","recv veth847a286","recv veth866688d","recv veth869f1fd","recv veth89372e2","recv veth8aeb340","recv veth8bbb9d7","recv veth8ec402f","recv veth92ea020","recv veth96d79db","recv veth9866266","recv veth99a6d2c","recv veth9db1e49","recv vetha171478","recv vetha191b11","recv vetha3ca216","recv vetha59eb63","recv vetha601b67","recv vetha6dc37f","recv vetha98c531","recv vethae45600","recv vethae607f1","recv vethafa6c29","recv vethafca44b","recv vethb0ca200","recv vethb5acaca","recv vethb95dfee","recv vethbb68993","recv vethbba13f6","recv vethbe8c6b8","recv vethbefbd2d","recv vethc167e2d","recv vethc1b4e5c","recv vethc4d22ef4","recv vethc6f746e","recv vethc7b2707","recv vethcdfdcb2","recv vethd11157f","recv vethd94371c","recv vethda5b14b","recv vethda79fd4","recv vethdc89981","recv vethdd4d338","recv vethde53f80","recv vethe41c0bc","recv vethe5c2698","recv vethe86778d","recv vetheac693fd","recv vethed71cfa","recv vethef2db0b","recv vethfaf4e39","recv vethfcf1313","recv vethfe0c150","recv wlp0s20f3","trans br-3ae01aa5bf5a ","trans br-d3adca404a2a ","trans br-free5gc ","trans cni0 ","trans demo-oai ","trans docker0 ","trans enp0s31f6 ","trans flannel.1 ","trans ip_vti0 ","trans kube-ipvs0 ","trans lo ","trans tailscale0 ","trans veth0066784a ","trans veth013a837 ","trans veth0436a20 ","trans veth05db554 ","trans veth064ee24 ","trans veth0eb52f9 ","trans veth0f2f471 ","trans veth0fb4997 ","trans veth105e572 ","trans veth10e447f ","trans veth1189f5f ","trans veth191c9bf ","trans veth19bda3f ","trans veth19d3f00 ","trans veth1c20578 ","trans veth23d98bb ","trans veth26dfc7c3 ","trans veth282b4f6 ","trans veth2838eab ","trans veth2937e8f ","trans veth29be474 ","trans veth2a579fb ","trans veth2cae174 ","trans veth2d35d44 ","trans veth2dcaba6c ","trans veth30242084 ","trans veth3236ec8 ","trans veth34749f5 ","trans veth366fc0e ","trans veth368a93e ","trans veth36919ec ","trans veth3d1f688 ","trans veth3f0ca3f ","trans veth43df598d ","trans veth488b699 ","trans veth4a361eb ","trans veth4b2ebd0 ","trans veth51043a9 ","trans veth524b2f2 ","trans veth5603eb5 ","trans veth57c18fb ","trans veth5894241 ","trans veth635e8f0 ","trans veth64fca06 ","trans veth659896f ","trans veth6af3114 ","trans veth6defc8b6 ","trans veth6f3ef78 ","trans veth74f2cf54 ","trans veth79f3b18 ","trans veth7a18708 ","trans veth7b55725 ","trans veth7b76f154 ","trans veth7bdd6ee ","trans veth7e31424 ","trans veth80471b7 ","trans veth847a286 ","trans veth866688d ","trans veth869f1fd ","trans veth89372e2 ","trans veth8aeb340 ","trans veth8bbb9d7 ","trans veth8ec402f ","trans veth92ea020 ","trans veth96d79db ","trans veth9866266 ","trans veth99a6d2c ","trans veth9db1e49 ","trans vetha171478 ","trans vetha191b11 ","trans vetha3ca216 ","trans vetha59eb63 ","trans vetha601b67 ","trans vetha6dc37f ","trans vetha98c531 ","trans vethae45600 ","trans vethae607f1 ","trans vethafa6c29 ","trans vethafca44b ","trans vethb0ca200 ","trans vethb5acaca ","trans vethb95dfee ","trans vethbb68993 ","trans vethbba13f6 ","trans vethbe8c6b8 ","trans vethbefbd2d ","trans vethc167e2d ","trans vethc1b4e5c ","trans vethc4d22ef4 ","trans vethc6f746e ","trans vethc7b2707 ","trans vethcdfdcb2 ","trans vethd11157f ","trans vethd94371c ","trans vethda5b14b ","trans vethda79fd4 ","trans vethdc89981 ","trans vethdd4d338 ","trans vethde53f80 ","trans vethe41c0bc ","trans vethe5c2698 ","trans vethe86778d ","trans vetheac693fd ","trans vethed71cfa ","trans vethef2db0b ","trans vethfaf4e39 ","trans vethfcf1313 ","trans vethfe0c150 ","trans wlp0s20f3 "
1725568050000,undefined,0,undefined,15089.6,0,0,107872,0,0,0,507680,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1928,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,67.2,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1868.8,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1553.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1622.4,undefined,3187.2,undefined,1587.2,undefined,undefined,undefined,0,0,0,undefined,0,undefined,17851.2,0,0,42230.4,0,0,0,507680,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,9624,undefined,undefined,undefined,undefined,undefined,undefined,undefined,812.8,1520,undefined,undefined,undefined,undefined,undefined,67.2,0,1545.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1544,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1129.6,undefined,4664,undefined,1604.8,undefined,undefined,undefined,0,0,0
1725568080000,undefined,0,undefined,14841.6,0,0,112526.4,0,0,0,512443.2,0,57025.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2195.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,0,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2712,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1553.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,undefined,1660.8,undefined,undefined,undefined,undefined,1555.2,undefined,3187.2,undefined,1520,undefined,undefined,undefined,0,0,0,undefined,0,undefined,18641.6,0,0,42035.2,0,0,0,512443.2,0,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,9867.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1625.6,undefined,undefined,undefined,undefined,undefined,0,0,1545.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,58588.8,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1062.4,undefined,4769.6,undefined,1643.2,undefined,undefined,undefined,0,0,0
1725568110000,undefined,0,undefined,16190.4,0,0,109313.6,0,0,0,518299.2,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2617.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,0,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1868.8,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1553.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1660.8,undefined,3292.8,undefined,2200,undefined,undefined,undefined,0,0,0,undefined,0,undefined,19798.4,0,0,42691.2,0,0,0,518299.2,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10760,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1520,undefined,undefined,undefined,undefined,undefined,0,0,1545.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1544,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1168,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1062.4,undefined,4769.6,undefined,2310.4,undefined,undefined,undefined,0,0,0
1725568140000,undefined,0,undefined,14598.4,0,0,108249.6,0,0,0,493243.2,0,57030.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1928,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4345.6,undefined,undefined,undefined,undefined,undefined,67.2,158.4,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2606.4,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1553.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1728,undefined,3187.2,undefined,1688,undefined,undefined,undefined,254.4,0,0,undefined,0,undefined,16128,0,0,40624,0,0,0,493243.2,0,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,7521.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1625.6,undefined,undefined,undefined,undefined,undefined,67.2,254.4,1545.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,58257.6,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1129.6,undefined,4769.6,undefined,1811.2,undefined,undefined,undefined,158.4,0,0
1725568170000,undefined,0,undefined,15089.6,0,0,105667.2,0,0,0,512528,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1822.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,0,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1801.6,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1659.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1555.2,undefined,3292.8,undefined,1625.6,undefined,undefined,undefined,0,0,0,undefined,0,undefined,15904,0,0,41107.2,0,0,0,512528,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,7481.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1414.4,undefined,undefined,undefined,undefined,undefined,0,0,1545.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1476.8,undefined,716.8,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1168,undefined,undefined,undefined,undefined,1062.4,undefined,4769.6,undefined,1838.4,undefined,undefined,undefined,0,0,0
1725568200000,undefined,0,undefined,14292.8,0,0,110403.2,0,0,0,501870.4,0,57027.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1344,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,67.2,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2606.4,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1659.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1728,undefined,3187.2,undefined,1860.8,undefined,undefined,undefined,0,0,0,undefined,0,undefined,14454.4,0,0,40348.8,0,0,0,501870.4,0,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,6164.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,812.8,1520,undefined,undefined,undefined,undefined,undefined,67.2,0,1440,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,58254.4,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1129.6,undefined,4875.2,undefined,1878.4,undefined,undefined,undefined,0,0,0
1725568230000,undefined,0,undefined,14534.4,0,0,109188.8,0,0,0,507796.8,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1344,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,0,0,1414.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1801.6,undefined,654.4,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1553.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1660.8,undefined,3187.2,undefined,1625.6,undefined,undefined,undefined,0,0,0,undefined,0,undefined,13640,417.6,0,41212.8,0,0,0,507796.8,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,4795.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1520,undefined,undefined,undefined,undefined,undefined,0,0,1651.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1476.8,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1480,undefined,4769.6,undefined,1944,undefined,undefined,undefined,0,0,0
1725568260000,undefined,0,undefined,14809.6,0,0,106737.6,0,0,0,488763.2,0,57019.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1822.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,67.2,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2644.8,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1553.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1728,undefined,3187.2,undefined,1793.6,undefined,undefined,undefined,0,0,0,undefined,0,undefined,13462.4,417.6,0,21496,0,0,0,488763.2,0,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,4977.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1520,undefined,undefined,undefined,undefined,undefined,67.2,0,1440,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,58480,undefined,716.8,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1547.2,undefined,4769.6,undefined,1705.6,undefined,undefined,undefined,0,0,0
1725568290000,undefined,0,undefined,14451.2,0,0,107732.8,0,0,0,487705.6,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1344,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4240,undefined,undefined,undefined,undefined,undefined,0,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1696,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1553.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1555.2,undefined,3292.8,undefined,1625.6,undefined,undefined,undefined,0,0,0,undefined,0,undefined,13049.6,417.6,0,22027.2,0,0,0,487705.6,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,4540.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,812.8,1625.6,undefined,undefined,undefined,undefined,undefined,0,0,1545.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1246.4,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1168,undefined,undefined,undefined,undefined,1480,undefined,4664,undefined,1944,undefined,undefined,undefined,0,0,0
1725568320000,undefined,0,undefined,14792,0,0,108185.6,0,0,0,487388.8,0,57020.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2038.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,67.2,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2433.6,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1553.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1622.4,undefined,3187.2,undefined,1793.6,undefined,undefined,undefined,0,0,0,undefined,0,undefined,13848,0,0,22249.6,0,0,0,487388.8,0,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,6000,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1520,undefined,undefined,undefined,undefined,undefined,67.2,0,1545.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,57844.8,undefined,716.8,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1129.6,undefined,4664,undefined,1600,undefined,undefined,undefined,0,0,0
1725568350000,undefined,0,undefined,14617.6,0,0,105792,0,0,0,497115.2,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1449.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,0,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1868.8,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1553.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,1660.8,undefined,3187.2,undefined,1414.4,undefined,undefined,undefined,0,0,0,undefined,0,undefined,13913.6,0,0,23902.4,0,0,0,497115.2,0,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,5475.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1520,undefined,undefined,undefined,undefined,undefined,0,0,1651.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1544,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1062.4,undefined,4769.6,undefined,1537.6,undefined,undefined,undefined,0,0,0
1725568380000,undefined,0,undefined,14147.2,838.4,0,106339.2,0,0,0,499248,0,57027.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1660.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4345.6,undefined,undefined,undefined,undefined,undefined,67.2,0,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2433.6,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1659.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1660.8,undefined,undefined,undefined,undefined,1689.6,undefined,3187.2,undefined,1520,undefined,undefined,undefined,0,883.2,0,undefined,0,undefined,14960,950.4,0,24324.8,0,0,0,499248,0,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,7174.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1625.6,undefined,undefined,undefined,undefined,undefined,67.2,0,1545.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,57851.2,undefined,716.8,undefined,undefined,undefined,723.2,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,1196.8,undefined,4875.2,undefined,1432,undefined,undefined,undefined,0,883.2,0
